0.28065,-3.7068,1.3572,-0.20069,-0.38059,-3.6528,-3.7722,0.06416,1.7503,-1.319,-1.4306,1.8766,-1.4853,-0.97553,0.48935,-4.0367,3.6959,-0.94221,2.4002,-3.4638,-1.6927,5.1602,-0.66309,6.0608,-1.0148,-0.80135,-0.47082,0.30015,1.7528,-2.4347,4.2294,0.74867,2.1123,0.56392,1.1638,-0.056494,-0.78607,3.5269,-3.9704,-4.2542,2.3937,-0.49313,-3.2928,1.1811,-0.56088,-3.7713,0.0017284,-1.3948,-1.0945,4.3145
-0.21675,-0.8036,1.9728,1.9694,-0.27356,-1.4601,-2.7244,1.8468,-1.6671,-2.7679,-1.2084,-1.5588,1.154,-0.59874,-2.9111,-3.3172,0.51057,-4.6012,4.0175,-1.3541,-0.92764,2.7109,-0.71735,5.1085,-1.3671,-2.2035,-0.29412,-0.61283,0.12033,-2.2084,3.0161,3.0308,1.2463,-2.8181,-0.27824,-0.063173,-2.7503,3.3175,-2.9458,-3.8114,2.1557,0.53695,-6.9742,1.3145,0.12033,-3.5474,0.46965,-2.1716,-0.4582,5.5416
0.71627,-3.2602,2.7158,2.519,-0.69774,-1.3652,-1.3618,1.4592,0.65683,-1.4435,-0.70669,0.66334,0.57337,-0.18159,-1.6595,-4.8706,1.6338,-1.8112,2.7201,-0.20225,-1.4354,6.4533,-3.1002,4.7357,-0.86513,-0.043125,-1.9581,1.961,2.4927,-0.2107,3.5806,1.5079,3.8259,-2.8372,-0.53572,0.82316,-0.59532,1.5953,-1.7173,-1.1682,2.2109,0.61121,-4.158,1.552,-2.4887,-2.3809,-2.4382,-1.8614,-1.91,4.0758
0.64033,-3.6732,0.24949,0.27237,0.59531,-0.76496,-1.3755,0.72538,0.10052,-2.4104,-3.3533,1.1801,0.39748,-0.92989,-1.1817,-4.0625,-0.20629,-1.0528,1.5869,-0.54886,-0.51254,5.4914,-0.66461,4.7159,-0.23701,-1.771,-0.60576,0.88133,3.6706,-2.1637,5.3037,0.024363,1.2879,1.481,0.26364,-0.17368,-0.75396,3.8565,-3.2176,-1.4265,1.1311,2.1374,-4.2673,1.438,-3.8593,-2.8344,0.62322,-1.5553,-1.9488,4.3101
0.012656,-1.8121,1.9752,1.2679,1.7569,-3.7888,-3.7051,1.7119,-0.23964,-1.3657,-0.73572,0.38474,-0.57669,0.0095861,0.16385,-2.6726,0.18067,-0.13144,0.98664,-0.38964,-1.3435,3.5479,-1.7575,3.5921,-1.8181,0.29902,-0.67675,2.1442,1.4684,-1.6959,2.8114,0.92178,0.76843,-0.38276,0.53292,-0.05887,-2.2365,2.8959,-0.50482,-1.0635,1.5325,0.85325,-3.4,0.09003,-0.48462,-3.9012,-0.10388,-2.6423,-1.5561,4.5888
0.5935,-1.469,3.8948,0.46534,1.2598,-3.3062,-1.5627,-0.96325,1.4011,-2.1243,0.27289,-0.87979,1.6161,2.3479,0.54649,-3.8567,1.3876,-1.8388,2.522,-1.6808,-1.9102,3.6898,-0.99248,5.5718,-0.94096,-1.1055,-1.3562,3.0566,3.9645,-0.90089,3.6118,0.58017,1.1806,0.12707,0.2016,0.76383,-3.8888,4.0175,-2.7048,-0.49109,1.1342,0.8782,-4.4732,0.90292,0.2926,-4.9446,0.69249,-3.9032,-3.9707,2.1341
0.56448,-0.0022624,0.99665,1.1421,0.19798,-1.8627,-2.3748,1.0452,1.6396,-4.0663,-0.75781,-1.0432,0.88305,-0.43886,0.16925,-3.6466,1.6376,-0.46145,1.4038,-2.9282,-1.0779,3.827,0.24403,3.7647,-0.27812,-2.3753,1.2632,0.67304,0.72908,-2.932,1.7816,0.089682,1.8755,-0.14499,0.27872,0.0073598,-0.51836,2.7162,-3.4832,-1.2388,-0.25644,0.2681,-3.1593,-0.75938,0.26077,-4.6708,-0.58423,-0.44184,0.83203,3.1118
2.3488,-4.1412,2.536,1.8118,0.048662,-2.2226,-4.4283,1.151,1.177,-1.0414,-1.8215,0.35105,0.79697,0.29504,0.70455,-5.0953,0.83117,-1.8517,-0.52188,0.04455,-0.52275,5.3255,-2.7626,6.0174,-0.29614,-1.0994,-0.59638,0.2107,3.5711,-1.1424,3.1847,0.99416,1.0278,0.98035,-1.7322,-0.31378,-1.7843,2.4573,-1.8036,-2.5014,2.8913,0.82811,-4.7139,0.80625,0.022665,-3.8991,-1.098,-0.4893,-0.17627,3.7548
0.44427,-2.0642,4.096,1.9558,1.482,-3.2103,-2.9589,0.97098,1.1927,-0.61827,-0.91735,0.70505,1.1344,-0.72021,-0.77881,-4.8387,0.89065,-3.1091,2.7961,1.0051,0.88195,3.4103,0.39651,6.7446,0.15883,-1.8781,0.0058736,-0.65126,2.2321,-0.89308,1.7832,0.44296,1.845,-1.0816,1.5602,-1.0686,-2.2917,1.4803,-1.412,-2.0653,1.2413,-0.1045,-5.4769,0.4348,-1.89,-3.1643,-0.79366,1.5002,-1.3992,4.8263
-1.3336,-2.9011,1.8584,1.7534,2.3159,-1.7134,-3.1602,2.0688,1.6381,-1.3285,-0.41326,-0.87684,0.66886,-0.10554,-1.9734,-3.7256,1.5665,0.6357,2.0671,-0.89276,-0.45782,3.8354,0.09056,4.3984,-3.0809,-0.19683,-0.55575,0.23027,2.3538,-1.6218,2.4136,2.2178,0.40731,-1.3462,-1.432,1.3679,-1.6134,3.4915,-0.84423,-0.63748,2.2252,1.2607,-2.9226,2.2285,-0.50149,-3.9907,0.013333,-0.75252,-0.40828,3.5027
-1.5678,-1.0137,0.86537,1.8848,0.96594,-0.35879,-0.91807,1.3413,-0.39016,-0.88836,1.0549,-0.031813,1.0337,1.5199,1.1392,-3.4853,1.0152,-2.1574,2.8988,-2.7137,0.049535,2.5362,1.1576,4.8946,-0.24891,0.64616,0.4282,0.91559,0.37653,-0.52674,3.3681,3.0182,0.69031,1.5321,1.2681,-0.65824,-0.016095,2.9746,-2.3177,-0.52901,1.1293,0.6501,-3.1679,1.0488,-0.72735,-3.0352,-0.17951,-0.93593,-1.6733,4.3711
-2.1956,-3.6084,0.61727,1.2001,0.26219,-2.5654,-2.0884,2.6314,0.1629,-1.1411,-1.6595,-0.15319,-1.1296,0.31448,-1.1832,-2.3316,-0.11517,-2.0021,3.273,-0.73498,-1.4483,6.0543,-1.571,3.4079,-1.8986,-2.9019,2.2871,-2.6667,1.273,-1.4939,3.0041,1.0962,1.23,0.13377,1.2574,0.89136,-1.5826,4.5408,-1.9358,-1.4877,0.43961,1.6671,-2.6261,1.6504,-2.2585,-4.0771,2.2937,-1.1118,-1.9006,4.4673
-0.14536,1.1346,3.651,0.8225,2.9868,-3.0066,-3.7108,0.99985,0.21164,-1.6848,-1.7478,-0.58871,0.83243,0.61289,-0.2841,-2.177,-0.0014849,-0.26083,2.5405,-0.40173,-0.86696,4.293,0.48411,4.8878,-0.55262,-1.9982,-1.1206,-0.93048,0.53339,-1.3356,2.2251,2.6461,1.1165,-0.73174,0.86229,-0.60046,0.19441,2.5079,-4.7534,-1.3474,1.1187,-0.53958,-4.6092,-0.084567,0.05414,-1.7873,-0.2005,-0.041124,-1.1229,5.5509
-0.68377,-0.36601,3.5544,1.4505,2.2048,-0.62152,-2.8071,1.1377,0.5246,-2.7243,-2.5445,1.3536,0.41094,-0.52625,-1.0954,-3.8449,0.73146,-1.826,2.9469,-0.35551,-1.6133,1.7031,-0.60261,4.7133,-1.0334,-0.44103,0.75116,-0.0090587,3.6588,-1.4864,4.7238,-1.1443,1.6134,-1.2843,2.3112,0.45923,-2.5671,2.7673,-2.2072,-1.9163,1.6813,-0.19271,-2.1919,0.42879,-2.3634,-2.7177,-0.39776,-2.2916,-2.5433,5.5038
-0.53471,-2.8081,2.9423,1.3063,-0.91346,-2.338,-3.5978,1.4028,0.12337,-2.0525,-0.4112,0.11873,1.0602,1.1038,-1.2358,-4.1682,0.53545,-3.1136,2.1907,-1.1547,-0.092365,2.9364,-0.47963,5.4042,0.26481,-1.2732,-1.2583,0.2773,1.6007,-1.1332,3.294,0.62924,0.90867,-0.77706,0.21946,0.61987,-0.21709,2.9813,0.36585,-1.8615,4.881,-0.015856,-5.3254,1.9634,0.42766,-3.4801,0.035669,-0.25625,-0.25575,5.2398
-0.27643,-3.1396,1.1199,-0.057279,1.1268,-1.3144,-2.8283,0.82289,0.76138,-4.3704,-1.12,0.031242,-2.0323,1.0498,-0.082399,-5.3522,0.79551,-2.444,1.381,-0.88591,-0.72928,2.7082,-2.0654,2.9523,-2.5633,-1.4988,0.91848,0.71472,2.0641,-0.49753,1.8185,1.9415,1.1281,1.2612,0.12121,1.7287,0.28463,2.1009,-2.8891,-2.904,0.55115,2.017,-3.7362,1.6776,-0.93266,-3.3642,-1.5299,0.043133,0.72422,2.5922
-0.4601,-1.8737,3.1382,2.52,2.6762,-0.81831,-2.5459,0.48718,-1.3797,-3.9417,-1.2396,-0.7192,-1.8344,1.059,-0.31581,-5.3839,-0.34017,-3.7129,3.1724,-1.0424,-1.149,4.0196,-1.4255,7.018,-1.346,-0.98888,1.3237,1.4942,2.0192,-1.1911,3.7937,2.5715,1.9863,-0.43729,-2.1756,1.0739,-1.8001,3.8639,-1.8945,-1.9049,3.2945,1.111,-5.0523,2.0587,-2.022,-4.3953,-1.6024,-1.1235,-2.7719,4.813
1.7068,-1.8226,2.8124,1.162,1.0261,-2.7985,-3.721,1.0402,1.1563,-1.9926,-2.0587,-1.8219,1.2151,0.21951,0.2714,-3.3352,-0.017949,-2.5489,2.5177,-1.5181,-0.13397,5.0367,-0.13511,7.2856,-1.048,-0.069115,0.22622,1.9032,3.4129,-0.37944,3.421,2.6024,0.69728,0.82164,0.23935,1.5305,-1.3241,4.3953,-2.0108,-0.72949,3.1521,0.81527,-4.5833,0.093285,-0.55841,-3.838,1.1426,-2.7008,-1.6989,5.6239
