1,1,1
2,1,1
6,1,1
9,1,1
10,1,1
13,1,1
15,1,1
17,1,1
18,1,1
19,1,1
20,1,1
25,1,1
29,1,1
32,1,1
33,1,1
35,1,1
36,1,1
47,1,1
48,1,1
54,1,1
57,1,1
59,1,1
60,1,1
61,1,1
66,1,1
72,1,1
73,1,1
75,1,1
76,1,1
78,1,1
80,1,1
82,1,1
83,1,1
85,1,1
88,1,1
92,1,1
99,1,1
100,1,1
104,1,1
105,1,1
106,1,1
115,1,1
116,1,1
119,1,1
128,1,1
130,1,1
132,1,1
133,1,1
139,1,1
150,1,1
151,1,1
153,1,1
157,1,1
161,1,1
162,1,1
168,1,1
176,1,1
179,1,1
181,1,1
184,1,1
187,1,1
189,1,1
190,1,1
192,1,1
196,1,1
198,1,1
201,1,1
206,1,1
208,1,1
211,1,1
217,1,1
220,1,1
225,1,1
226,1,1
227,1,1
240,1,1
241,1,1
246,1,1
249,1,1
251,1,1
252,1,1
259,1,1
263,1,1
273,1,1
291,1,1
295,1,1
296,1,1
297,1,1
300,1,1
301,1,1
304,1,1
307,1,1
310,1,1
311,1,1
317,1,1
329,1,1
333,1,1
334,1,1
337,1,1
340,1,1
348,1,1
350,1,1
352,1,1
353,1,1
355,1,1
360,1,1
361,1,1
366,1,1
367,1,1
371,1,1
372,1,1
373,1,1
374,1,1
378,1,1
379,1,1
381,1,1
383,1,1
389,1,1
391,1,1
401,1,1
402,1,1
411,1,1
414,1,1
416,1,1
417,1,1
419,1,1
426,1,1
436,1,1
443,1,1
444,1,1
446,1,1
447,1,1
449,1,1
451,1,1
455,1,1
457,1,1
459,1,1
464,1,1
465,1,1
466,1,1
467,1,1
469,1,1
473,1,1
475,1,1
482,1,1
491,1,1
493,1,1
494,1,1
497,1,1
499,1,1
504,1,1
508,1,1
510,1,1
512,1,1
517,1,1
518,1,1
523,1,1
524,1,1
532,1,1
534,1,1
535,1,1
537,1,1
543,1,1
544,1,1
548,1,1
550,1,1
553,1,1
554,1,1
558,1,1
559,1,1
560,1,1
561,1,1
563,1,1
564,1,1
567,1,1
568,1,1
573,1,1
579,1,1
582,1,1
587,1,1
591,1,1
593,1,1
600,1,1
602,1,1
608,1,1
609,1,1
611,1,1
615,1,1
617,1,1
620,1,1
625,1,1
629,1,1
630,1,1
632,1,1
633,1,1
638,1,1
640,1,1
641,1,1
644,1,1
646,1,1
649,1,1
650,1,1
653,1,1
657,1,1
658,1,1
661,1,1
662,1,1
677,1,1
678,1,1
680,1,1
682,1,1
685,1,1
686,1,1
689,1,1
690,1,1
696,1,1
697,1,1
699,1,1
705,1,1
707,1,1
714,1,1
720,1,1
721,1,1
722,1,1
726,1,1
729,1,1
730,1,1
735,1,1
739,1,1
748,1,1
753,1,1
754,1,1
756,1,1
757,1,1
758,1,1
765,1,1
767,1,1
768,1,1
770,1,1
778,1,1
783,1,1
792,1,1
793,1,1
794,1,1
795,1,1
807,1,1
812,1,1
814,1,1
815,1,1
817,1,1
821,1,1
824,1,1
828,1,1
833,1,1
837,1,1
839,1,1
840,1,1
841,1,1
845,1,1
850,1,1
852,1,1
855,1,1
856,1,1
861,1,1
864,1,1
867,1,1
872,1,1
873,1,1
878,1,1
882,1,1
884,1,1
888,1,1
889,1,1
891,1,1
893,1,1
894,1,1
895,1,1
896,1,1
898,1,1
899,1,1
902,1,1
904,1,1
906,1,1
908,1,1
909,1,1
918,1,1
922,1,1
924,1,1
925,1,1
926,1,1
930,1,1
932,1,1
934,1,1
935,1,1
936,1,1
942,1,1
944,1,1
946,1,1
947,1,1
949,1,1
957,1,1
960,1,1
963,1,1
964,1,1
967,1,1
970,1,1
973,1,1
975,1,1
981,1,1
982,1,1
983,1,1
988,1,1
989,1,1
993,1,1
994,1,1
5,2,1
9,2,1
17,2,1
18,2,1
19,2,1
20,2,1
33,2,1
38,2,1
40,2,1
45,2,1
49,2,1
50,2,1
51,2,1
62,2,1
67,2,1
68,2,1
72,2,1
73,2,1
76,2,1
84,2,1
97,2,1
109,2,1
111,2,1
114,2,1
122,2,1
124,2,1
125,2,1
126,2,1
128,2,1
