1.119,-0.15082,2.2922,-0.10063,-3.078,2.379,0.091414,1.1097,1.2089,-0.26154,-1.6489,-1.7946,-1.6919,-3.0968,0.55725,-0.69301,-0.080015,1.9044,0.22966,2.3203,-1.1209,-1.121,-0.059962,1.9757,-0.15451,4.1009,0.84691,-0.12803,-1.6133,3.1892,1.1547,0.0096996,-2.8084,3.2957,-0.42983,2.3039,-2.1663,4.0129,0.48219,1.5353,-0.1837,-0.5322,0.37662,0.68127,2.8277,0.63589,0.60557,0.42878,1.0252,-0.8979,1.4116,-0.49379,-0.58423,-2.4585,-0.13037,2.4844,0.6178,1.4524,-2.016,1.1086,-1.6367,0.9409,2.4586,-0.27308,-0.2905,-1.8456,0.54076,-1.2946,0.50718,1.6353,0.97433,-0.92522,-1.7285,-1.6937,-2.4349,1.7801,3.2043,1.1125,-3.4604,-0.38386,3.3054,-0.50908,2.5282,-1.1062,2.7035,-0.82451,-1.2512,-0.29866,-0.97802,-1.9912,0.2544,0.11587,-4.9112,2.8518,-2.522,0.27863,1.9637,-0.42745,-2.3718,4.1095
0.7275,-0.3566,1.2445,1.5425,-4.9797,1.656,-0.05746,-1.1543,0.766,0.61226,-1.5469,-2.4,-0.076046,-0.68184,-1.3561,-0.070535,0.60975,1.106,-1.8348,3.4089,-3.409,-0.9621,-1.708,1.2165,-0.030996,3.4104,0.031685,-0.2516,-1.8385,2.8613,-0.098177,1.0405,-2.6738,1.5673,0.67523,1.0189,-2.1244,5.4914,4.6841,4.6968,-0.25287,-1.6708,-1.9326,-0.8683,4.1468,0.25532,0.82282,-0.53905,-0.28563,-0.75154,2.8601,-0.81378,-1.9024,-3.3556,-0.39292,0.67813,-1.2015,1.4137,-2.4371,1.7715,-0.93635,-0.96436,1.9467,-0.83609,0.8673,0.020735,-0.38618,1.3016,1.8597,2.1703,-0.001785,-2.0231,-1.3106,-1.9348,-3.7469,1.9305,3.1659,-0.71916,-3.3341,-0.10213,3.1139,-0.95427,0.19915,-0.20376,2.403,-1.5497,-2.1879,1.1798,-0.38896,-1.8488,1.5493,-0.66793,-4.6236,2.7396,-2.1583,-0.57177,-0.43068,1.436,-0.31791,1.6102
1.9139,0.95499,1.6244,0.94571,-4.191,4.9343,0.444,-2.842,0.8445,-2.2696,-0.61894,-1.5999,-1.1287,0.19059,-0.2291,0.33353,-1.5187,0.9909,-0.2362,3.0634,-2.9896,-2.9065,0.10614,1.372,0.48792,2.9886,1.5606,-1.9795,-2.5576,4.9531,-0.63401,1.5839,-2.7184,2.2186,-1.0805,1.5121,-2.8518,4.1767,1.6296,3.3922,1.3243,-2.9539,-0.52205,0.14012,3.4591,0.71584,1.8259,1.4342,2.0259,-0.15567,3.5247,-1.0414,-1.7523,-4.9499,-1.0273,-0.063699,1.0742,0.63455,-1.4376,1.4763,-3.0284,1.1376,2.0087,-1.4063,-0.17152,1.1229,0.18548,0.54581,0.33387,1.6677,0.59957,-2.9914,-3.3348,-4.5637,-3.1704,2.7857,4.3313,0.64096,-2.0988,1.2155,2.3848,-3.458,2.0873,-3.4163,3.5361,-2.3422,-2.1015,-0.73784,0.63263,-1.9256,1.1013,-0.22303,-3.1081,4.7819,-2.9031,2.2802,0.22246,0.58812,-0.68393,4.7106
-0.058113,-1.3525,1.3398,2.5879,-3.1246,2.9793,0.54419,-2.5101,1.1185,-1.9586,0.071822,-1.6284,-0.92637,-2.8282,-0.88012,0.0014138,1.7187,2.7073,-1.4228,0.79462,-2.4306,-1.3311,0.22926,2.0148,2.0018,4.1594,1.441,-1.8267,0.28009,3.4269,-0.57027,-0.15647,-1.8652,4.1778,2.0013,2.5658,-2.4168,3.2214,2.1001,3.6554,0.097067,0.83622,-0.30179,-1.137,2.2814,0.24831,0.30786,0.99031,0.029244,-2.4124,0.99804,-0.26023,-3.5702,-2.4587,0.51979,-0.57588,-0.88281,0.46533,-1.687,0.45072,-1.961,1.3829,1.9484,-0.34445,0.13963,-1.0482,-0.4189,-0.3827,0.17393,-0.84833,0.72903,-4.5671,-0.7566,-1.2764,-3.6138,0.84434,3.3027,0.75337,-2.8147,1.0851,1.6745,-1.4253,1.1761,-0.98768,0.45227,-3.9832,-0.36125,-0.7476,1.737,0.10138,0.73946,-0.5982,-3.9963,4.0858,-3.7505,0.88549,-0.62142,-0.18229,0.27984,2.8528
1.9921,2.2254,2.5615,1.7089,-2.5941,3.0494,-0.99009,-0.91157,-1.3551,-0.51847,0.46313,-2.5616,-2.3219,-0.43049,0.26998,-0.35527,-2.416,1.5072,-1.1041,1.9666,-3.5034,-1.0553,0.75602,3.1211,3.748,5.4396,2.2001,-3.9495,-1.8769,3.0007,0.11545,0.19423,-1.5174,2.1799,2.2397,2.4853,-1.9641,2.5733,2.3173,1.852,0.026253,1.1542,0.24877,-0.89623,5.0807,1.2409,0.6597,2.6565,1.5708,0.42323,1.1987,-0.28595,-1.9091,-3.1129,-0.57291,-1.2825,-1.192,-1.5309,-0.57917,0.99905,0.093263,1.941,-0.48342,-0.16706,-0.20453,0.35996,1.3562,-0.3364,-0.49188,0.94829,2.0401,-1.6707,0.561,-3.2201,-0.60004,1.8889,3.5456,0.27437,-1.3868,1.9949,2.9114,-1.7122,1.3741,-0.80855,3.9815,-2.557,-1.0877,2.5803,-2.6948,-2.1312,-0.76785,-0.64631,-3.1729,2.4877,-2.6197,-0.44502,0.97573,-0.70137,-1.8015,4.155
-2.0435,-1.8537,1.2952,0.94423,-4.0902,1.7276,-0.0066116,-0.15042,-1.5041,-0.24906,-0.60555,-3.2841,-2.5495,-1.4787,-1.6811,2.147,-0.27452,3.5005,-1.6086,2.4539,-4.4813,-1.6366,0.51743,3.0592,1.2459,2.8582,1.6781,-1.8864,-1.0583,1.5528,-1.4847,-0.9523,-0.89632,0.91166,0.97497,3.8749,-0.95935,2.8081,-1.8513,2.3368,0.092786,0.53342,-0.11938,1.7178,2.6057,-0.48063,2.3696,0.019386,0.88169,0.37656,2.0792,0.10717,-0.13731,-4.7587,-2.4035,-1.3843,-1.2887,0.73994,-0.8744,0.53821,-1.6338,1.4794,1.1925,-0.098395,0.81695,-0.36772,-1.0513,-1.8309,0.60819,-1.0804,0.32298,-2.7505,-1.277,-2.3966,-2.2896,1.9154,2.7565,-1.7417,-2.5374,1.4716,3.2333,-1.6536,1.7411,-0.3107,2.3042,-2.4365,-0.0067277,0.52747,-2.2316,-0.23132,0.90172,-0.42869,-2.3822,3.8798,0.17759,-0.52141,0.32986,-2.2554,-1.8635,2.3054
0.27205,-0.33247,2.7991,-0.72081,-3.6728,4.9414,1.5102,-1.0836,2.4468,1.8936,-1.4363,0.014631,-3.444,-2.4249,-0.49137,0.58851,0.93218,1.3197,-1.4036,2.1105,-4.3542,-0.34639,-1.7596,1.4216,1.9125,3.2926,3.4201,-1.6688,-0.41441,3.6464,0.91538,-0.81439,-3.187,2.865,3.7506,4.0453,-1.4749,4.7591,3.6696,3.9489,-1.3514,-0.90514,-2.1423,0.19252,3.3307,1.858,2.669,0.58895,1.2854,-0.0085576,1.621,-1.4762,-0.9692,-4.2509,0.048691,0.82383,-0.10061,-0.56943,-0.79124,0.1338,-2.2137,0.60976,1.5002,-1.4253,0.31178,-0.98476,1.1567,-0.62179,1.9285,0.46751,-1.0253,-1.6578,-1.9687,-3.8178,-5.4188,0.74331,2.3446,-1.0028,-2.4821,1.6752,4.476,-1.0693,-0.2337,-1.1737,4.9185,-0.66624,-0.3408,0.77808,0.52923,-1.9864,-0.34576,-0.07383,-5.8594,2.4416,-2.741,1.3517,0.66941,2.7737,-0.51089,2.2506
-1.1392,-1.5954,2.4442,0.7306,-4.7028,4.8907,-0.69727,-2.9197,0.80234,-1.605,-1.8684,-1.4789,-1.7095,-1.6217,-1.0595,0.65678,-0.36656,0.68433,1.6511,1.7606,-2.8325,0.70709,-1.1017,2.2233,1.1483,2.6456,0.17162,-2.6429,-2.8324,3.695,1.5637,2.7472,-2.63,3.272,0.47609,2.8939,-2.3017,3.4698,3.6166,3.5026,-2.8639,0.15481,-2.0741,0.25091,1.8192,-0.71273,-0.83961,0.4203,2.3213,-1.2669,2.1612,-0.36004,-0.22528,-2.9071,-1.8084,-0.48746,-0.20078,-1.9987,-2.1591,0.94872,-1.9258,-1.9501,1.2604,-1.8818,0.17066,-1.6825,0.28406,0.81491,-1.052,1.0852,-0.60915,-1.7536,-0.77105,-3.177,-3.2748,1.2399,3.4169,-0.14699,-3.4372,4.7465,1.6129,-1.525,0.12232,1.6196,1.8507,2.2289,-3.3837,1.2297,0.42368,0.87637,-1.8013,1.7222,-4.0205,2.9048,-1.5501,-1.0128,1.3066,0.6421,-1.658,2.6413
2.0867,-0.19344,-0.015083,1.695,-4.877,2.726,-0.70341,0.23623,2.1475,0.81194,-2.3419,-0.42961,-2.3186,-1.0723,1.2212,0.9133,-1.1864,1.6217,-2.0351,2.8197,-2.2815,-0.15204,-1.5293,-0.26343,2.0275,3.7634,1.3196,0.041212,0.79253,2.2362,0.43704,1.4973,-3.6758,1.9833,1.4793,2.7436,-2.5756,2.4844,1.9933,2.0727,-0.92919,-1.2165,-0.97605,0.40781,1.8607,0.27494,2.1069,1.4458,0.38309,-0.92799,2.0663,-0.042977,1.359,-2.1384,-1.9703,-0.40902,-2.4148,-2.3533,-2.5348,0.26975,-1.348,1.2004,3.256,-0.43953,0.025128,-1.514,1.2852,1.2197,0.27196,0.63451,0.60141,1.1874,-3.3674,-2.0614,-2.5147,1.6173,2.349,-1.5399,-0.97779,-1.1792,2.3616,0.89755,-0.16306,-1.7459,3.5225,-0.64767,-0.73625,-1.6071,-0.66033,-0.17875,0.38574,0.66344,-2.7493,3.3438,-2.1796,0.55227,0.4349,0.0039216,-1.3142,2.9506
-0.49062,-0.66377,0.80967,0.42719,-3.9821,3.6583,-2.0826,-1.7587,-0.54124,-0.24476,0.96407,-1.7109,-2.4163,-1.0355,-1.3498,2.0683,1.0983,-0.75468,-1.5933,1.66,-3.515,-0.89667,0.3221,0.71247,2.471,5.9335,0.42187,-2.571,-1.5226,3.9933,-0.26724,0.0043626,-3.2946,3.0519,1.4904,1.4154,-3.7746,3.3735,3.4582,4.1621,-1.108,-0.71882,-1.6967,0.25935,3.7985,0.48565,1.3467,3.6026,-0.42035,-0.96463,2.3615,-2.1787,-1.089,-3.1443,-0.3573,-1.5494,1.1859,-0.16874,-1.8298,1.5451,-2.1685,0.41428,2.4623,1.0538,0.4589,-0.40509,-0.063842,0.20787,-0.74068,1.2464,-0.10785,-0.68961,-2.7269,-4.3732,-2.1544,0.38135,3.6911,0.59042,-1.7139,0.37298,1.7345,-1.557,0.53043,-0.48741,3.4454,-2.3327,-0.20239,1.315,-2.3041,-0.3897,-0.61131,-0.85,-2.5733,3.327,-1.6593,0.44355,-0.0050056,-0.35078,-2.8081,2.6394
